"72";"19";"Helyserol";"helyserol-logo.jpeg";"black-background.jpeg";;"¡Bienvenido a Helyserol!";;;;"Powered by <a href=""https://suumaprojects.com"">suumaprojects.com</a>";;"2";"-";"-";"-";"-";"2017-03-30"
"77";"22";"Pilpil Hostel";"pilpilhostel.jpg";"fondopilpil.jpg";;"¡Bienvenido!";;;;"Powered by <a href=""https://suumaprojects.com"">suumaprojects.com</a>";;"1";"Sabino Arana Etorbidea, 14";"48013 ";"Bilbao";"Bizkaia";"2016-12-01"
"105";"1";"BK Sanxenxo 22727";"burger-king.png";"fondo-burger.jpg";;"Welcome | Bienvenido | Ongi etorri | Bienvenu | Willkommen | Benvenuti";;;;"Powered by <a href=""https://suumaprojects.com"">suumaprojects.com</a>";;"1";"Parcela sita en p.k. 17,450 de la VG-41, Sanxenxo, 36960, Pontevedra";"36960";"Sanxenxo";"Pontevedra";"2017-07-10"
"106";"1";"BK Berango 24325";"burger-king.png";"fondo-burger.jpg";;"Welcome | Bienvenido | Ongi etorri | Bienvenu | Willkommen | Benvenuti";;;;"Powered by <a href=""https://suumaprojects.com"">suumaprojects.com</a>";;"1";"Sector Landaida Goikoa (Arebeta Bidea)";"48640";"Berango";"Vizcaya";"2017-07-10"
"108";"53";"PerretxiCo";"perretxico-logo.png";;;;;;;"Powered by <a href=""https://suumaprojects.com"">suumaprojects.com</a>";"escotilla-promo.jpeg";"1";;;"Vitoria-Gasteiz";"Alava";"2017-07-21"
"109";"1";"Bk Santiago 24518";"burger-king.png";"fondo-burger.jpg";;"Welcome | Bienvenido | Ongi etorri | Bienvenu | Willkommen | Benvenuti";;;;"Powered by <a href=""https://suumaprojects.com"">suumaprojects.com</a>";;"1";"Rua Castela e Leon 1";"15707";"Santiago de Compostela";"A Coruña";"2016-12-01"
"110";"1";"Bk Vigo 24396";"burger-king.png";"fondo-burger.jpg";;"Welcome | Bienvenido | Ongi etorri | Bienvenu | Willkommen | Benvenuti";;;;"Powered by <a href=""https://suumaprojects.com"">suumaprojects.com</a>";;"1";"Av. da Florida, 165";"36213";"Vigo";"Pontevedra";"2016-12-01"
"111";"25";"Papelería Fénix";"fenix-logo.png";;;"<font color=""black"">¡Bienvenido!</font>";;;;;"bepe-promo.jpeg";"1";"Plaza Arriquíbar, 5";"48010";"Bilbao";"Bizkaia";"2017-09-08"
"112";"29";"Honestus";"honestus-logo.jpg";"fondo-honestus.jpeg";;"¡Bienvenido!";;;;;;"1";"Estafeta, 12 ";"31001";"Pamplona/Iruña";"Navarra";"2017-09-14"
"114";"33";"Retales de Tata";"tata-logo.jpeg";;;"¡Bienvenido!";;;;;;"1";"Canónigo Miguel Suarez, 11";"35330";"Teror";"Las Palmas";"2017-09-14"
"115";"31";"Loterías el dólar";"loteria-logo.jpg";;;"<font color=""black"">¡ Bienvenido!</font>";;;;;;"1";"Calle larga numero 4";"30870";"Mazarrón";"Murcia";"2017-09-14"
"116";"34";"Trirunners";"tri-logo.png";"tri-fondo.png";;"¡Bienvenido!";;;;;;"1";"ZUBIKO enparantza 8, local";"48930";"Getxo";"Bizkaia";"2017-09-14"
"117";"30";"Barbería";"barberia-logo.jpg";"barberia-fondo.jpg";;"¡Bienvenido!";;;;;;"1";"C/ Tafalla14";"31003";"Pamplona";"Navarra";"2017-09-14"
"118";"35";"Mª Jesús Gil Joyas";"maria-logo.jpg";"barberia-fondo.jpg";;"¡Bienvenido!";;;;;;"1";"Calle Hernán Cortés, 20";"39003";"Santander";"Cantabria";"2017-09-18"
"120";"37";"Y yo con estos pelos";"pelos-logo.jpeg";;;"<font color=""black"">¡Bienvenido!</font>";;;;;;"1";"C/ juan de juanes, 17  y  Avda. Hispanidad, 61";"03800";"Alcoy/Alcoi";"Alacant";"2017-09-18"
"121";"38";"Roma Peluquería";"roma-logo.jpg";;;;;;;;;"1";"COMPOSITOR RAMON MEDINA Nº 1 - LOCAL";"14010";"Córdoba";"Córdoba";"2017-09-18"
"122";"20";"La Charcu";"charcu-logo.jpeg";"charcu-fondo.jpeg";;"¡Bienvenido!";;;;;;"1";"Rodriguez Arias 30";"48009";"Bilbao";"Bizkaia";"2017-09-19"
"124";"39";"Dña Bárbara Concept Store & Spa";"barbara-logo.jpg";;;"<font color=""black"">¡Bienvenido a Dña Bárbara Concept Store &
 Spa!</font>";;;;;;"1";"Calle Rabida, 5";"21001";"Huelva";"Huelva";"2017-09-18"
"125";"40";"O grove";"grove-logo-2.jpg";"grove-fondo.jpg";;"¡Disfruta de tu visita a La estación O Grove!";;;;;;"1";"Av. de Beiramar, 50b";"36980";"O Grove";"Pontevedra";"2017-09-18"
"126";"41";"Lady Pi";"lady-logo.png";;;"<font color=""black"">Welcome | Bienvenido | Ongi etorri | Bienvenu | Willkommen | Benvenuti</font>";;;;;;"1";"Músico Peydró 44";"46001";"Valencia";"Valencia";"2017-09-21"
