,DMS,Visitas,Rebotes,Salidas,Usuarios nuevos,Sesiones,VMP,CR,UNC,VS,NVPRC,TR,PCOD,PCRD,Ingresos,CTRLP,CLP,SB,SE,NPP,Cantidad,CRED,CPAY
502,141,183,121,1225,810,1235,0.21559999999999999,0.013000000000000001,109,0.0028000000000000004,32,16,0.0175,0.0911,3.44,0.03,897,3,1093,88,21,1.83,0.83
503,119,183,119,839,475,844,0.324,0.0118,85,0.0038,19,10,0.0213,0.0922,3.24,0.027000000000000003,556,3,694,60,18,1.66,1.66
504,135,183,149,1173,718,1182,0.2884,0.0169,161,0.0049,58,20,0.0263,0.1226,5.76,0.0335,915,7,1009,109,34,1.44,0.66
505,175,183,67,458,279,464,0.4728,0.023700000000000002,45,0.011200000000000002,14,11,0.030600000000000002,0.0719,5.2,0.0246,232,0,387,46,19,0.0,0.0
506,111,183,115,572,307,578,0.4147,0.0069,50,0.0029,17,4,0.0128,0.08810000000000001,1.65,0.0216,315,4,454,38,7,0.6,0.2
507,108,183,141,669,295,672,0.3057,0.019299999999999998,63,0.0059,22,13,0.0268,0.1073,3.97,0.0215,299,4,511,51,15,1.2,0.2
508,141,182,76,688,457,691,0.29100000000000004,0.0087,63,0.0025,7,6,0.0131,0.0799,1.74,0.0322,603,1,608,28,10,5.0,3.0
509,130,182,94,824,552,836,0.4471,0.012,98,0.0053,22,10,0.034300000000000004,0.10550000000000001,4.47,0.0276,531,4,732,53,32,1.0,0.25
510,137,182,108,1058,608,1065,0.2544,0.018799999999999997,93,0.0048,30,20,0.029300000000000003,0.0962,5.08,0.0321,691,9,936,110,29,1.1,0.5
511,104,181,249,1153,698,1155,0.4238,0.0052,74,0.0022,22,6,0.0129,0.0867,2.54,0.025699999999999997,531,8,733,49,11,0.66,0.0
512,143,180,113,850,415,852,0.4242,0.0129,97,0.0055000000000000005,31,11,0.0178,0.09390000000000001,4.66,0.0364,644,3,732,80,19,3.0,0.66
513,188,180,78,819,423,829,0.2979,0.006,220,0.0018,97,5,0.0073,0.185,1.48,0.0287,972,2,743,237,8,1.5,1.0
514,114,179,43,504,300,505,0.22949999999999998,0.0079,50,0.0018,26,4,0.0077,0.0942,0.91,0.0285,320,0,459,14,4,0.0,0.0
515,141,178,106,850,433,854,0.2575,0.021099999999999997,128,0.0054,30,18,0.028900000000000002,0.1281,4.63,0.0305,598,7,730,152,28,1.85,0.71
516,154,178,84,631,347,633,0.41969999999999996,0.0253,103,0.0106,28,16,0.0458,0.12390000000000001,6.71,0.0355,461,6,534,104,42,1.0,0.77
517,192,178,49,487,278,492,0.40700000000000003,0.014199999999999999,39,0.0058,10,7,0.024300000000000002,0.0608,2.84,0.0263,302,1,425,59,15,1.0,1.0
518,152,177,105,872,368,882,0.2927,0.026099999999999998,240,0.0076,117,23,0.0449,0.25920000000000004,6.73,0.027999999999999997,879,5,768,229,40,2.5,1.66
519,144,176,86,708,441,716,0.2693,0.0126,64,0.0034000000000000002,20,9,0.0149,0.0851,2.42,0.0354,497,1,617,38,11,4.0,5.0
520,140,176,103,662,398,663,0.263,0.0166,87,0.0044,19,11,0.0206,0.1149,2.89,0.037000000000000005,465,2,542,86,14,3.0,2.5
521,114,176,96,556,308,565,0.2944,0.014199999999999999,34,0.0042,15,8,0.0204,0.0653,2.35,0.0194,287,3,457,29,10,2.0,1.0
522,143,175,71,573,284,577,0.45880000000000004,0.0104,82,0.0048,31,6,0.0227,0.1346,2.75,0.0339,425,5,492,64,14,0.71,0.14
523,143,174,86,740,518,744,0.4132,0.0134,71,0.005600000000000001,13,10,0.0217,0.0812,4.13,0.023799999999999998,433,1,650,53,16,7.0,4.0
524,129,174,59,426,256,428,0.38909999999999995,0.016399999999999998,51,0.0064,34,7,0.0308,0.1137,2.72,0.024399999999999998,231,1,355,40,13,6.0,1.0
525,137,174,80,551,265,556,0.4022,0.0108,64,0.0043,21,6,0.0204,0.1005,2.41,0.0313,418,2,464,67,13,1.0,2.0
526,124,174,105,525,301,530,0.2912,0.0189,48,0.0055000000000000005,13,10,0.028900000000000002,0.0809,2.91,0.0242,302,2,417,47,18,1.0,1.0
527,164,173,88,749,487,756,0.5067,0.0225,54,0.011399999999999999,26,17,0.043899999999999995,0.0705,8.61,0.0302,631,1,654,82,33,6.0,2.0
528,170,173,91,493,235,502,0.3222,0.0378,79,0.012199999999999999,26,19,0.0801,0.1808,6.12,0.0394,485,6,391,82,35,0.0,0.0
529,121,172,87,728,468,729,0.4876,0.0055000000000000005,46,0.0027,7,4,0.013300000000000001,0.0678,1.95,0.0286,487,2,622,40,9,1.0,0.5
530,159,172,140,1057,625,1069,0.2703,0.0187,106,0.0051,29,20,0.025,0.0904,5.4,0.0359,937,7,909,78,29,1.25,0.5
531,119,172,139,824,474,833,0.2311,0.0072,43,0.0017000000000000001,24,6,0.0104,0.0641,1.38,0.0259,360,6,665,33,7,0.25,0.12
532,143,171,99,810,526,814,0.28559999999999997,0.0147,46,0.0042,18,12,0.02,0.054900000000000004,3.42,0.0287,559,3,701,35,16,2.0,1.0
533,145,171,145,1160,846,1166,0.3556,0.026600000000000002,84,0.0095,34,31,0.042699999999999995,0.0701,0.01102,0.0398,1111,5,990,58,51,0.87,0.25
534,151,171,104,899,455,901,0.268,0.013300000000000001,115,0.0036,46,12,0.0189,0.1189,3.21,0.035,681,2,785,112,18,3.0,2.0
535,151,170,72,645,407,646,0.2827,0.009300000000000001,48,0.0026,5,6,0.011399999999999999,0.0655,1.69,0.030699999999999998,555,3,566,40,8,1.25,0.5
536,136,170,115,860,570,871,0.37060000000000004,0.0138,91,0.0051,34,12,0.0263,0.0964,4.44,0.0378,660,3,740,116,25,2.33,1.33
537,163,170,136,1215,721,1225,0.2683,0.008199999999999999,112,0.0022,43,10,0.011000000000000001,0.08539999999999999,2.68,0.0345,982,2,1062,84,14,3.5,1.5
538,104,170,58,479,293,484,0.3055,0.0207,35,0.0063,10,10,0.0331,0.0682,3.05,0.0281,242,1,407,41,18,2.0,2.0
539,142,170,99,911,493,918,0.3458,0.0196,110,0.0068000000000000005,21,18,0.026699999999999998,0.0953,6.22,0.0354,706,2,802,101,29,5.5,3.5
540,103,170,136,660,318,668,0.2934,0.0105,102,0.0031,39,7,0.016,0.15710000000000002,2.05,0.0227,380,1,511,60,11,1.5,2.0
541,113,169,109,469,214,472,0.4292,0.0042,52,0.0018,25,2,0.0070999999999999995,0.11289999999999999,0.85,0.0231,242,2,348,23,3,1.0,0.0
542,146,168,187,1711,1103,1724,0.386,0.012199999999999999,185,0.004699999999999999,50,21,0.022799999999999997,0.10210000000000001,8.1,0.030699999999999998,1238,8,1490,162,40,1.2,0.4
543,99,168,73,524,335,524,0.2395,0.0038,23,0.0009,4,2,0.004,0.0458,0.47,0.0222,221,6,441,14,2,0.14,0.14
544,135,167,124,984,569,991,0.3655,0.0091,108,0.0033,33,9,0.0206,0.10220000000000001,3.28,0.0281,624,5,845,63,21,0.85,0.57
545,151,167,80,662,414,672,0.3259,0.035699999999999996,101,0.0116,35,24,0.0416,0.12359999999999999,7.82,0.034,515,1,574,77,33,3.2,1.4
546,136,167,185,1759,1154,1776,0.33340000000000003,0.0079,227,0.0026,73,14,0.0169,0.1534,4.66,0.0331,1388,9,1557,227,25,1.11,0.44
547,99,167,51,451,285,453,0.3256,0.011000000000000001,36,0.0036,12,5,0.0207,0.09300000000000001,1.62,0.0259,216,0,397,20,8,0.0,0.0
548,126,167,43,471,299,471,0.5753,0.0106,45,0.0060999999999999995,26,5,0.031400000000000004,0.0943,2.87,0.0281,333,2,425,39,15,1.5,1.0
549,148,167,46,426,251,428,0.2702,0.0187,64,0.0051,32,8,0.0471,0.15380000000000002,2.16,0.0388,501,6,377,86,19,0.37,0.62
550,156,167,108,533,254,541,0.2917,0.0277,84,0.008100000000000001,32,15,0.059000000000000004,0.2,4.37,0.0242,312,3,420,67,23,1.66,1.33
551,141,166,74,696,402,699,0.5007,0.0043,58,0.0021,8,3,0.0098,0.0708,1.5,0.0326,521,1,616,45,8,0.0,3.0
552,114,166,52,482,306,483,0.2565,0.0083,41,0.0021,9,4,0.0118,0.0765,1.02,0.0229,279,5,425,18,8,0.6,0.2
553,116,166,39,412,270,415,0.40130000000000005,0.012,40,0.0048,17,5,0.0158,0.08800000000000001,2.0,0.026699999999999998,240,0,368,23,7,0.0,0.0
554,145,165,78,653,447,655,0.33880000000000005,0.0060999999999999995,41,0.0021,7,4,0.01,0.0684,1.35,0.0337,493,1,567,35,6,0.66,0.66
555,124,165,103,430,262,433,0.3856,0.018500000000000003,47,0.0070999999999999995,16,8,0.024,0.1082,3.08,0.023799999999999998,249,2,328,46,11,1.33,1.66
556,157,164,109,982,529,985,0.3461,0.0132,110,0.0046,34,13,0.018799999999999997,0.0797,4.49,0.0334,902,10,862,97,26,0.41,0.41
557,141,164,103,759,419,764,0.4901,0.0131,100,0.0064,25,10,0.018600000000000002,0.0971,4.9,0.027000000000000003,471,4,641,73,18,1.0,1.4
558,154,164,141,908,493,914,0.43939999999999996,0.018600000000000002,139,0.008199999999999999,51,17,0.0418,0.1521,7.47,0.0336,671,11,748,179,40,0.69,0.69
559,146,163,75,827,537,829,0.48840000000000006,0.0048,75,0.0024,39,4,0.016200000000000003,0.0886,1.95,0.032,668,3,740,72,13,1.0,0.33
560,149,163,57,524,357,524,0.5525,0.005699999999999999,36,0.0032,20,3,0.008,0.057800000000000004,1.65,0.028900000000000002,396,0,457,29,5,0.0,0.0
561,145,163,116,1049,722,1060,0.2942,0.0075,91,0.0022,36,8,0.0092,0.0681,2.35,0.031200000000000002,831,3,917,46,12,2.0,1.0
562,131,163,105,717,386,721,0.37270000000000003,0.0083,109,0.0031,40,6,0.0149,0.11449999999999999,2.23,0.029500000000000002,450,3,606,84,13,0.2,1.2
563,113,163,76,420,238,422,0.1583,0.004699999999999999,39,0.0008,18,2,0.0048,0.0926,0.31,0.022799999999999997,252,2,344,19,2,0.5,0.5
564,137,162,58,727,528,732,0.3325,0.0219,46,0.0073,10,16,0.0392,0.0668,5.31,0.0265,559,3,664,35,27,1.5,1.5
565,153,162,93,754,492,756,0.30829999999999996,0.0132,67,0.0040999999999999995,24,10,0.0152,0.0726,3.08,0.030600000000000002,595,3,643,38,14,2.0,1.33
566,123,162,82,528,277,533,0.2181,0.015,54,0.0033,14,8,0.016399999999999998,0.08220000000000001,1.74,0.0334,300,6,436,58,10,1.0,0.5
567,114,162,90,643,367,646,0.5720000000000001,0.0108,63,0.0062,19,7,0.020499999999999997,0.07919999999999999,4.0,0.0318,347,4,537,58,16,0.71,0.14
568,182,162,57,373,202,379,0.48119999999999996,0.018500000000000003,64,0.0089,25,7,0.039599999999999996,0.15839999999999999,3.36,0.030699999999999998,378,3,312,86,16,1.0,1.66
569,157,161,63,645,408,651,0.33340000000000003,0.0154,64,0.0051,17,10,0.0178,0.0683,3.33,0.0323,519,2,578,37,13,2.5,2.5
570,171,161,58,645,432,646,0.5324,0.0062,47,0.0033,9,4,0.016200000000000003,0.0691,2.12,0.030299999999999997,605,6,578,63,11,0.33,0.33
571,109,161,53,540,317,543,0.307,0.0074,42,0.0023,16,4,0.018799999999999997,0.07719999999999999,1.22,0.0262,268,1,481,58,10,1.0,3.0
572,111,160,100,513,254,515,0.45899999999999996,0.0058,58,0.0027,27,3,0.0116,0.1105,1.37,0.0222,283,3,406,33,6,1.0,0.0
573,160,159,71,776,443,779,0.2975,0.0154,111,0.0046,45,12,0.022400000000000003,0.1183,3.56,0.031200000000000002,620,3,694,77,21,3.0,1.33
574,167,159,73,641,390,643,0.3691,0.0233,98,0.0086,20,15,0.0262,0.1074,5.53,0.031400000000000004,510,4,554,85,23,2.25,1.5
575,141,158,85,928,665,933,0.4451,0.0161,69,0.0072,15,15,0.0329,0.0805,6.67,0.030299999999999997,654,2,836,57,27,4.0,1.5
576,155,158,122,985,563,993,0.3447,0.0161,94,0.005600000000000001,40,16,0.0233,0.0803,5.51,0.032400000000000005,696,3,843,77,27,2.0,1.25
577,146,157,88,726,458,733,0.4586,0.008199999999999999,47,0.0038,8,6,0.0183,0.0635,2.75,0.0278,528,5,620,37,13,0.8,0.4
578,142,157,143,1085,538,1093,0.25420000000000004,0.011899999999999999,160,0.003,33,13,0.013999999999999999,0.1297,3.3,0.0313,661,2,933,97,17,2.5,4.5
579,144,157,135,920,541,925,0.32530000000000003,0.016200000000000003,104,0.0053,49,15,0.0271,0.1094,4.87,0.032,541,5,768,87,26,1.8,1.4
580,122,157,57,464,253,466,0.31579999999999997,0.0064,41,0.002,8,3,0.0060999999999999995,0.071,0.94,0.026699999999999998,253,2,402,24,5,1.5,0.5
581,148,155,142,1025,645,1038,0.2372,0.0183,80,0.0043,27,19,0.028300000000000002,0.0732,4.5,0.0316,720,7,863,79,30,0.87,0.62
582,125,155,94,701,443,712,0.42119999999999996,0.011200000000000002,58,0.004699999999999999,13,8,0.0189,0.0814,3.36,0.0278,436,1,610,55,15,5.0,3.0
583,147,154,76,609,398,617,0.3045,0.0032,60,0.001,8,2,0.0029,0.0604,0.6,0.0275,495,2,529,14,2,1.0,0.0
584,115,154,130,692,463,695,0.3654,0.0058,63,0.0021,22,4,0.0163,0.11410000000000001,1.46,0.0317,378,3,543,55,9,0.4,0.4
585,95,154,109,438,192,442,0.3968,0.009000000000000001,38,0.0036,15,4,0.018000000000000002,0.11380000000000001,1.58,0.018000000000000002,151,2,319,40,6,2.0,1.0
586,155,153,110,885,476,892,0.2553,0.013500000000000002,118,0.0034000000000000002,35,12,0.0233,0.1359,3.06,0.031200000000000002,654,7,767,105,22,1.22,0.33
587,130,152,72,469,270,473,0.45280000000000004,0.0169,68,0.0077,15,8,0.0282,0.1259,3.62,0.0384,308,5,385,207,15,1.4,0.2
588,123,152,62,464,268,468,0.3209,0.0128,48,0.0040999999999999995,12,6,0.0167,0.0874,1.92,0.0347,283,3,391,40,9,1.0,1.0
589,113,152,116,480,222,482,0.3311,0.0124,38,0.0040999999999999995,11,6,0.0183,0.09949999999999999,1.98,0.0288,296,4,356,32,7,0.6,0.6
590,155,151,62,620,397,624,0.2345,0.0032,32,0.0008,4,2,0.003,0.04019999999999999,0.46,0.0298,531,4,555,25,2,0.16,0.16
591,115,150,67,526,324,529,0.3704,0.0132,53,0.0049,20,7,0.0204,0.09,2.59,0.0332,321,1,446,53,12,2.0,1.0
592,113,150,180,1257,837,1266,0.30219999999999997,0.0134,114,0.0040999999999999995,18,17,0.0321,0.1097,5.13,0.0305,752,6,1064,95,32,0.62,0.37
593,200,150,54,477,251,480,0.3007,0.0125,77,0.0038,22,6,0.0138,0.1325,1.8,0.029900000000000003,405,2,417,91,8,2.5,0.0
594,138,149,103,920,559,930,0.2759,0.0129,128,0.0036,31,12,0.018000000000000002,0.1052,3.31,0.0387,953,4,814,136,19,1.5,0.5
595,99,149,71,492,317,495,0.34509999999999996,0.0060999999999999995,35,0.0021,12,3,0.0076,0.0669,1.03,0.0333,269,3,415,27,4,0.25,0.5
596,124,148,97,985,675,989,0.3102,0.008100000000000001,85,0.0025,26,8,0.0141,0.0768,2.48,0.0347,660,4,878,45,16,1.0,0.6
597,126,147,112,1081,640,1094,0.3703,0.0101,112,0.0037,38,11,0.018600000000000002,0.0965,4.07,0.042,899,1,954,63,23,6.0,3.0
598,129,147,76,462,216,469,0.3589,0.010700000000000001,31,0.0038,17,5,0.0207,0.0917,1.79,0.0508,537,3,377,31,7,0.66,0.66
599,125,146,54,386,237,387,0.6017,0.0181,38,0.0109,11,7,0.037000000000000005,0.08800000000000001,4.21,0.0279,193,1,321,53,16,2.5,1.5
600,87,146,51,386,221,388,0.25120000000000003,0.0155,31,0.0039000000000000003,15,6,0.0146,0.0756,1.5,0.0274,162,2,328,21,6,1.5,0.5
601,141,145,54,394,220,397,0.30829999999999996,0.0176,20,0.0054,14,7,0.026099999999999998,0.052199999999999996,2.15,0.0259,170,0,331,11,10,0.0,0.0
602,138,144,105,1207,862,1220,0.44189999999999996,0.0131,115,0.0058,32,16,0.0345,0.09449999999999999,7.07,0.034300000000000004,997,9,1087,96,40,1.0,0.3
603,110,144,100,496,289,498,0.2664,0.01,28,0.0027,5,5,0.0146,0.0582,1.33,0.027200000000000002,208,5,390,23,7,0.4,1.0
604,113,143,52,505,303,506,0.3345,0.004,32,0.0013,11,2,0.0039000000000000003,0.0605,0.66,0.034,316,4,438,16,2,0.16,0.16
605,108,143,42,337,198,337,0.2112,0.011899999999999999,39,0.0025,4,4,0.0325,0.0942,0.84,0.0291,158,2,285,28,10,1.5,0.5
606,121,143,102,434,214,444,0.39409999999999995,0.009000000000000001,28,0.0036,12,4,0.0167,0.0622,1.57,0.049800000000000004,516,4,335,17,7,0.4,0.6
607,126,143,86,468,211,474,0.3542,0.0084,29,0.003,11,4,0.0129,0.0625,1.41,0.0375,445,1,382,25,6,3.0,2.0
608,141,142,142,770,350,772,0.2844,0.013000000000000001,96,0.0037,50,10,0.0219,0.1213,2.84,0.032400000000000005,690,1,615,78,17,0.0,0.0
609,127,141,73,536,310,540,0.3747,0.018500000000000003,54,0.0069,4,10,0.022000000000000002,0.085,3.74,0.034,330,4,449,54,14,1.5,0.75
610,157,140,65,434,253,441,0.5509000000000001,0.0113,22,0.0062,10,5,0.019299999999999998,0.0426,2.75,0.028900000000000002,350,4,363,34,10,0.6,0.2
611,155,139,47,470,301,473,0.3328,0.0296,56,0.009899999999999999,18,14,0.0552,0.1192,4.65,0.024900000000000002,327,1,414,40,27,3.0,2.0
612,157,139,30,417,288,421,0.3493,0.0070999999999999995,29,0.0025,12,3,0.0067,0.0626,1.04,0.026099999999999998,330,4,386,18,4,0.5,0.25
613,100,138,115,431,216,436,0.19640000000000002,0.0092,45,0.0018,10,4,0.0161,0.1011,0.78,0.025,233,1,310,34,8,3.0,1.0
614,125,137,59,455,275,455,0.38420000000000004,0.0132,57,0.0051,22,6,0.0166,0.0911,2.3,0.032799999999999996,265,4,384,66,9,0.75,1.5
615,166,137,72,496,299,500,0.38420000000000004,0.012,73,0.0046,20,6,0.0172,0.12539999999999998,2.3,0.030600000000000002,346,0,418,90,10,0.0,0.0
616,129,135,56,393,225,396,0.42950000000000005,0.0253,50,0.0108,9,10,0.0508,0.1155,4.29,0.028300000000000002,229,3,324,58,22,0.75,1.75
617,172,135,100,482,279,491,0.2729,0.0387,39,0.0106,15,19,0.0766,0.0909,5.18,0.0334,365,7,370,56,34,0.0,0.0
618,165,134,34,315,199,316,0.2382,0.0127,84,0.003,40,4,0.014499999999999999,0.237,0.95,0.032,329,3,279,99,6,0.5,0.5
619,119,133,66,559,374,562,0.36920000000000003,0.010700000000000001,45,0.0039000000000000003,13,6,0.0147,0.07719999999999999,2.21,0.0273,387,2,489,33,9,0.8,0.4
620,163,133,71,596,394,599,0.36210000000000003,0.011699999999999999,67,0.0042,15,7,0.0131,0.07980000000000001,2.53,0.0321,485,0,517,55,11,0.0,0.0
621,122,132,40,400,274,402,0.3295,0.0025,41,0.0008,22,1,0.0023,0.0801,0.32,0.0269,280,2,356,9,1,0.25,0.0
622,131,132,82,804,488,809,0.35969999999999996,0.0173,79,0.0062,16,14,0.0318,0.0908,5.03,0.0378,637,10,706,75,29,0.8,0.4
623,152,131,92,570,371,574,0.3136,0.012199999999999999,45,0.0038,9,7,0.0154,0.0692,2.19,0.030600000000000002,436,0,471,36,10,0.0,0.0
624,131,131,89,665,430,674,0.21309999999999998,0.0178,76,0.0038,25,12,0.0235,0.10800000000000001,2.55,0.0366,472,3,565,54,15,1.33,2.0
625,98,131,74,591,381,592,0.4929,0.0084,52,0.0042,14,5,0.0138,0.08449999999999999,2.46,0.0294,303,7,512,28,9,0.62,0.25
626,95,131,64,375,181,382,0.4844,0.0131,29,0.0063,13,5,0.0206,0.0796,2.42,0.020499999999999997,196,1,314,19,9,2.0,1.0
627,146,130,73,582,359,582,0.20929999999999999,0.0052,37,0.0011,13,3,0.0060999999999999995,0.056299999999999996,0.62,0.031400000000000004,442,1,502,16,4,1.0,2.0
628,169,130,55,567,324,569,0.3814,0.0123,106,0.004699999999999999,41,7,0.0203,0.1267,2.66,0.0348,532,0,505,79,16,0.0,0.0
629,141,130,98,582,349,588,0.3297,0.015300000000000001,94,0.005,20,9,0.0291,0.1207,2.96,0.033,425,5,466,64,21,0.87,0.25
630,131,130,89,610,334,617,0.3369,0.013000000000000001,44,0.0044,9,8,0.014199999999999999,0.0692,2.69,0.0331,397,1,518,33,9,5.0,2.0
631,133,130,80,409,200,414,0.2969,0.0097,37,0.0029,17,4,0.0154,0.1142,1.18,0.031,305,3,325,29,5,0.0,0.0
632,126,130,67,389,190,394,0.2523,0.0076,26,0.0019,7,3,0.0092,0.0767,0.75,0.042800000000000005,404,4,320,16,4,0.5,0.25
633,145,129,95,499,306,501,0.4296,0.012,39,0.0051,7,6,0.0302,0.08349999999999999,2.57,0.031200000000000002,337,0,363,54,15,0.0,0.0
634,123,129,61,454,256,460,0.3035,0.0217,54,0.0066,28,10,0.040999999999999995,0.0989,3.03,0.0366,280,0,387,31,23,0.0,0.0
635,150,128,90,707,419,715,0.2527,0.0182,83,0.0046,20,13,0.0274,0.12480000000000001,3.28,0.0301,505,4,606,75,18,1.8,1.0
636,124,127,50,541,350,543,0.34740000000000004,0.0092,53,0.0032,21,5,0.0109,0.0924,1.73,0.023700000000000002,317,1,488,25,6,4.0,1.0
637,180,126,75,732,486,738,0.4163,0.0027,40,0.0011,12,2,0.0027,0.052300000000000006,0.83,0.0301,616,2,648,25,3,1.0,0.0
638,137,126,54,417,266,420,0.306,0.011899999999999999,59,0.0036,11,5,0.0113,0.0794,1.53,0.0316,338,3,358,30,8,1.25,0.0
639,157,126,116,756,417,764,0.3211,0.0196,109,0.0063,27,15,0.0291,0.1222,4.81,0.0317,594,7,629,120,27,1.75,0.25
640,107,126,97,987,646,991,0.2434,0.004,79,0.001,25,4,0.0086,0.1114,0.97,0.0373,627,3,879,39,7,1.0,0.66
641,174,126,50,505,311,509,0.3839,0.0177,92,0.0068000000000000005,24,9,0.0438,0.1753,3.45,0.031200000000000002,442,3,452,95,24,1.33,1.66
642,186,125,93,720,444,729,0.3932,0.0165,101,0.006500000000000001,33,12,0.024300000000000002,0.1084,4.71,0.0298,552,2,617,160,23,5.0,1.5
643,162,125,48,310,195,312,0.32539999999999997,0.0128,32,0.0042,3,4,0.0161,0.0839,1.3,0.0262,206,3,258,15,5,0.5,0.5
644,129,125,105,534,357,535,0.23010000000000003,0.009300000000000001,47,0.0022,17,5,0.0143,0.1045,1.15,0.0305,262,4,416,120,6,1.25,0.0
645,137,124,69,629,394,635,0.26890000000000003,0.0252,85,0.0068000000000000005,20,16,0.0444,0.1368,4.3,0.0254,391,3,557,90,29,2.33,1.33
646,220,124,79,676,349,683,0.3073,0.030699999999999998,138,0.009399999999999999,46,21,0.055099999999999996,0.1937,6.45,0.0245,601,7,589,206,40,0.25,0.12
647,161,124,35,343,221,345,0.22690000000000002,0.0116,41,0.0026,9,4,0.0134,0.1003,0.9,0.0275,208,1,304,53,5,4.0,0.0
648,125,123,120,763,413,769,0.2733,0.011699999999999999,77,0.0032,26,9,0.0191,0.0867,2.45,0.029900000000000003,481,6,624,85,21,0.75,0.12
649,162,123,73,688,376,696,0.2877,0.0302,106,0.0087,30,21,0.0504,0.1654,6.04,0.028900000000000002,588,3,603,112,33,0.66,1.0
650,166,123,79,375,203,378,0.3129,0.0159,61,0.005,19,6,0.0294,0.1444,1.87,0.0311,336,3,295,42,11,0.0,0.0
651,137,122,61,486,307,488,0.5786,0.008199999999999999,54,0.004699999999999999,16,4,0.0183,0.0932,2.31,0.030899999999999997,391,1,418,63,11,4.0,0.0
652,129,121,89,618,408,621,0.649,0.0032,34,0.0021,8,2,0.0088,0.0722,1.29,0.0268,351,2,512,29,4,0.0,0.66
653,103,120,76,888,583,893,0.4927,0.0045000000000000005,60,0.0022,15,4,0.0232,0.09949999999999999,1.97,0.0421,603,3,807,56,14,0.66,0.66
654,129,120,90,400,176,405,0.2395,0.0049,70,0.0012,29,2,0.0059,0.1775,0.47,0.0322,302,4,306,58,2,0.2,0.4
655,144,119,102,943,483,948,0.3274,0.0179,144,0.0059,49,17,0.023,0.10220000000000001,5.56,0.037599999999999995,747,7,830,156,32,0.54,1.09
656,148,118,53,431,280,434,0.3044,0.0138,33,0.0042,18,6,0.0146,0.0647,1.82,0.0222,256,2,371,26,7,0.66,0.33
657,215,118,71,649,320,654,0.5623,0.010700000000000001,169,0.006,43,7,0.0282,0.2268,3.93,0.0281,621,5,562,189,20,1.0,0.0
658,187,118,90,614,438,617,0.40380000000000005,0.0097,98,0.0039000000000000003,28,6,0.024300000000000002,0.19030000000000002,2.42,0.0255,394,5,508,119,12,0.6,0.6
659,157,118,42,281,182,283,0.302,0.024700000000000003,45,0.0075,14,7,0.032400000000000005,0.166,2.11,0.0287,182,2,229,32,8,2.5,1.0
660,130,117,73,560,347,566,0.4439,0.0106,52,0.004699999999999999,14,6,0.0191,0.0824,2.66,0.029900000000000003,391,1,482,24,13,5.0,1.0
661,171,116,107,682,394,692,0.33039999999999997,0.044800000000000006,66,0.0148,23,31,0.0645,0.08,0.01024,0.0318,427,3,555,57,52,0.75,0.25
662,131,116,77,599,335,602,0.36579999999999996,0.0233,77,0.0085,22,14,0.0348,0.10289999999999999,5.12,0.030299999999999997,392,1,515,111,26,9.0,5.0
663,117,116,118,1277,842,1282,0.30670000000000003,0.009399999999999999,130,0.0029,29,12,0.0139,0.102,3.68,0.0414,986,8,1148,137,20,0.81,0.45
664,141,116,59,482,334,486,0.3669,0.0103,52,0.0038,14,5,0.0271,0.1059,1.83,0.0241,285,1,419,24,11,5.0,0.0
665,143,114,70,608,395,615,0.336,0.0146,80,0.0049,26,9,0.028300000000000002,0.13,3.02,0.029500000000000002,443,1,533,68,17,7.0,2.0
666,127,112,77,467,291,468,0.5435,0.0085,52,0.0046,10,4,0.0208,0.0849,2.17,0.0268,259,3,380,67,12,1.0,0.66
667,107,112,123,1082,687,1087,0.39380000000000004,0.0101,95,0.004,26,11,0.022000000000000002,0.09519999999999999,4.33,0.0437,813,4,953,60,25,1.75,1.0
668,166,112,79,614,383,618,0.4205,0.0129,95,0.0054,24,8,0.0342,0.16699999999999998,3.36,0.0258,451,7,517,77,17,0.5,0.5
669,147,111,87,676,423,680,0.20850000000000002,0.0147,48,0.0031,12,10,0.0233,0.07440000000000001,2.08,0.0282,496,4,568,52,15,1.25,1.25
670,158,111,44,289,183,292,0.3889,0.0479,55,0.018600000000000002,9,14,0.10890000000000001,0.1673,5.44,0.0279,162,0,239,16,30,0.0,0.0
671,171,110,85,577,332,585,0.3944,0.0154,96,0.0060999999999999995,25,9,0.0246,0.1344,3.54,0.030699999999999998,527,2,493,68,17,3.5,1.0
672,155,109,47,375,246,375,0.2404,0.013300000000000001,39,0.0032,14,5,0.0108,0.0801,1.2,0.0355,314,4,326,24,5,0.83,0.16
673,120,108,60,392,268,394,0.3232,0.0127,36,0.0040999999999999995,15,5,0.0161,0.0723,1.61,0.0335,315,2,332,37,8,2.0,0.5
674,181,108,52,433,251,434,0.331,0.0207,70,0.0069,17,9,0.0381,0.1548,2.97,0.029300000000000003,338,1,370,70,17,6.0,4.0
675,149,107,60,590,372,592,0.5628,0.0101,32,0.005699999999999999,9,6,0.0167,0.0472,3.37,0.03,504,0,524,27,11,0.0,0.0
676,122,106,52,492,354,496,0.2969,0.0282,59,0.0084,16,14,0.06280000000000001,0.1457,4.15,0.039900000000000005,355,2,435,52,26,2.5,2.0
677,101,105,65,356,216,361,0.4838,0.0111,33,0.0054,13,4,0.0288,0.0951,1.93,0.0288,186,2,287,16,10,1.0,1.0
