Dates,Clics,Ctr,Impressions,Bounces,Cr,Transactions,Av.session duration,Revenue,Ctr products list,Cart/details rate,Purchase / details rate,refunds,Exits ,New sessions,Av product price,Clics product list,Num.of products added to cart,Session value,Products list Ctr,Rpc,Session inclueded searches,Page/session,Av.number of product sold per transaction,Num.of times product included in a cart during the purchase process,Sessions
20150709,"0(0,00 %)","0,00 %","0(0,00 %)","37,62 %","3,45 %","11(0,07 %)",0:03:31,"206,98 €(0,04 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,32 %","63,01 %","22,09 €","0(0,00 %)","0(0,00 %)","0,65 €","0,00 %","0,00 €","0,00 %","5,46",1,"0(0,00 %)","319(0,03 %)"
20150708,"0(0,00 %)","0,00 %","0(0,00 %)","35,13 %","1,03 %","4(0,03 %)",0:03:34,"58,13 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","16,99 %","58,72 %","29,07 €","0(0,00 %)","0(0,00 %)","0,15 €","0,00 %","0,00 €","0,00 %","5,88",1,"0(0,00 %)","390(0,04 %)"
20150707,"0(0,00 %)","0,00 %","0(0,00 %)","33,24 %","3,10 %","11(0,07 %)",0:04:03,"143,43 €(0,03 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","17,75 %","54,93 %","18,76 €","0(0,00 %)","0(0,00 %)","0,40 €","0,00 %","0,00 €","0,00 %","5,63",1,"0(0,00 %)","355(0,03 %)"
20150706,"0(0,00 %)","0,00 %","0(0,00 %)","36,15 %","2,11 %","9(0,06 %)",0:04:07,"76,27 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","17,24 %","56,34 %","19,07 €","0(0,00 %)","0(0,00 %)","0,18 €","0,00 %","0,00 €","0,00 %","5,8",1,"0(0,00 %)","426(0,04 %)"
20150705,"0(0,00 %)","0,00 %","0(0,00 %)","43,30 %","4,05 %","13(0,09 %)",0:02:27,"145,23 €(0,03 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,72 %","67,29 %","16,14 €","0(0,00 %)","0(0,00 %)","0,45 €","0,00 %","0,00 €","0,00 %","5,34",1,"0(0,00 %)","321(0,03 %)"
20150704,"0(0,00 %)","0,00 %","0(0,00 %)","41,39 %","0,00 %","0(0,00 %)",0:02:55,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","21,96 %","57,79 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,55",0,"0(0,00 %)","244(0,02 %)"
20150703,"0(0,00 %)","0,00 %","0(0,00 %)","38,93 %","7,50 %","21(0,14 %)",0:02:34,"322,39 €(0,06 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,93 %","61,79 %","21,49 €","0(0,00 %)","0(0,00 %)","1,15 €","0,00 %","0,00 €","0,00 %","5,02",1,"0(0,00 %)","280(0,03 %)"
20150702,"0(0,00 %)","0,00 %","0(0,00 %)","41,16 %","1,52 %","6(0,04 %)",0:02:43,"114,04 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","20,59 %","57,83 %","28,51 €","0(0,00 %)","0(0,00 %)","0,29 €","0,00 %","0,00 €","0,00 %","4,86",1,"0(0,00 %)","396(0,04 %)"
20150701,"0(0,00 %)","0,00 %","0(0,00 %)","35,81 %","3,02 %","15(0,10 %)",0:02:27,"152,45 €(0,03 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","22,74 %","63,78 %","13,86 €","0(0,00 %)","0(0,00 %)","0,31 €","0,00 %","0,00 €","0,00 %","4,4",1,"0(0,00 %)","497(0,05 %)"
20150630,"0(0,00 %)","0,00 %","0(0,00 %)","36,18 %","0,00 %","0(0,00 %)",0:02:28,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,76 %","69,21 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","5,06",0,"0(0,00 %)","445(0,04 %)"
20150629,"0(0,00 %)","0,00 %","0(0,00 %)","35,97 %","0,75 %","4(0,03 %)",0:02:41,"42,72 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,86 %","66,10 %","21,36 €","0(0,00 %)","0(0,00 %)","0,08 €","0,00 %","0,00 €","0,00 %","5,3",1,"0(0,00 %)","531(0,05 %)"
20150628,"0(0,00 %)","0,00 %","0(0,00 %)","39,47 %","5,92 %","9(0,06 %)",0:02:06,"94,36 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","23,14 %","56,58 %","18,50 €","0(0,00 %)","0(0,00 %)","0,62 €","0,00 %","0,00 €","0,00 %","4,32",1,"0(0,00 %)","152(0,01 %)"
20150627,"0(0,00 %)","0,00 %","0(0,00 %)","33,66 %","5,94 %","6(0,04 %)",0:03:22,"218,07 €(0,04 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","17,47 %","57,43 %","35,81 €","0(0,00 %)","0(0,00 %)","2,16 €","0,00 %","0,00 €","0,00 %","5,72",1,"0(0,00 %)","101(0,01 %)"
20150626,"0(0,00 %)","0,00 %","0(0,00 %)","30,71 %","3,21 %","9(0,06 %)",0:03:40,"119,84 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,90 %","43,57 %","23,50 €","0(0,00 %)","0(0,00 %)","0,43 €","0,00 %","0,00 €","0,00 %","5,02",1,"0(0,00 %)","280(0,03 %)"
20150625,"0(0,00 %)","0,00 %","0(0,00 %)","36,97 %","0,00 %","0(0,00 %)",0:03:17,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","24,06 %","59,24 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,16",0,"0(0,00 %)","238(0,02 %)"
20150624,"0(0,00 %)","0,00 %","0(0,00 %)","40,17 %","1,31 %","6(0,04 %)",0:02:10,"136,82 €(0,03 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","21,85 %","63,54 %","34,20 €","0(0,00 %)","0(0,00 %)","0,30 €","0,00 %","0,00 €","0,00 %","4,58",1,"0(0,00 %)","458(0,04 %)"
20150623,"0(0,00 %)","0,00 %","0(0,00 %)","49,74 %","1,55 %","6(0,04 %)",0:02:22,"88,45 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","27,21 %","56,19 %","24,57 €","0(0,00 %)","0(0,00 %)","0,23 €","0,00 %","0,00 €","0,00 %","3,68",1,"0(0,00 %)","388(0,04 %)"
20150622,"0(0,00 %)","0,00 %","0(0,00 %)","49,06 %","0,00 %","0(0,00 %)",0:02:15,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","32,15 %","50,47 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","3,11",0,"0(0,00 %)","424(0,04 %)"
20150621,"0(0,00 %)","0,00 %","0(0,00 %)","37,07 %","3,45 %","4(0,03 %)",0:03:20,"42,72 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","20,28 %","59,48 %","21,36 €","0(0,00 %)","0(0,00 %)","0,37 €","0,00 %","0,00 €","0,00 %","4,93",1,"0(0,00 %)","116(0,01 %)"
20150620,"0(0,00 %)","0,00 %","0(0,00 %)","35,66 %","0,00 %","0(0,00 %)",0:02:52,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","21,70 %","53,85 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,61",0,"0(0,00 %)","143(0,01 %)"
20150619,"0(0,00 %)","0,00 %","0(0,00 %)","30,43 %","1,45 %","4(0,03 %)",0:03:25,"29,87 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,96 %","62,68 %","14,93 €","0(0,00 %)","0(0,00 %)","0,11 €","0,00 %","0,00 €","0,00 %","5,01",1,"0(0,00 %)","276(0,03 %)"
20150618,"0(0,00 %)","0,00 %","0(0,00 %)","38,82 %","1,47 %","6(0,04 %)",0:02:50,"85,43 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","22,29 %","54,79 %","21,36 €","0(0,00 %)","0(0,00 %)","0,21 €","0,00 %","0,00 €","0,00 %","4,49",1,"0(0,00 %)","407(0,04 %)"
20150617,"0(0,00 %)","0,00 %","0(0,00 %)","33,60 %","1,81 %","9(0,06 %)",0:03:59,"76,87 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,19 %","56,94 %","19,22 €","0(0,00 %)","0(0,00 %)","0,15 €","0,00 %","0,00 €","0,00 %","5,5",1,"0(0,00 %)","497(0,05 %)"
20150616,"0(0,00 %)","0,00 %","0(0,00 %)","34,76 %","1,35 %","6(0,04 %)",0:02:54,"93,99 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","22,46 %","55,98 %","23,50 €","0(0,00 %)","0(0,00 %)","0,21 €","0,00 %","0,00 €","0,00 %","4,45",1,"0(0,00 %)","443(0,04 %)"
20150615,"0(0,00 %)","0,00 %","0(0,00 %)","36,00 %","2,93 %","11(0,07 %)",0:03:22,"119,58 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,71 %","57,60 %","19,93 €","0(0,00 %)","0(0,00 %)","0,32 €","0,00 %","0,00 €","0,00 %","5,07",1,"0(0,00 %)","375(0,04 %)"
20150614,"0(0,00 %)","0,00 %","0(0,00 %)","37,15 %","1,58 %","4(0,03 %)",0:03:27,"36,29 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,18 %","66,80 %","18,15 €","0(0,00 %)","0(0,00 %)","0,14 €","0,00 %","0,00 €","0,00 %","5,5",1,"0(0,00 %)","253(0,02 %)"
20150613,"0(0,00 %)","0,00 %","0(0,00 %)","45,16 %","0,00 %","0(0,00 %)",0:02:58,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,64 %","70,43 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","5,37",0,"0(0,00 %)","186(0,02 %)"
20150612,"0(0,00 %)","0,00 %","0(0,00 %)","34,48 %","4,21 %","11(0,07 %)",0:02:45,"177,28 €(0,04 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","20,25 %","65,52 %","17,32 €","0(0,00 %)","0(0,00 %)","0,68 €","0,00 %","0,00 €","0,00 %","4,94","1,5","0(0,00 %)","261(0,02 %)"
20150611,"0(0,00 %)","0,00 %","0(0,00 %)","36,31 %","0,00 %","0(0,00 %)",0:02:53,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,73 %","62,46 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","5,07",0,"0(0,00 %)","325(0,03 %)"
20150610,"0(0,00 %)","0,00 %","0(0,00 %)","36,75 %","0,00 %","0(0,00 %)",0:03:00,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,66 %","67,53 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","5,36",0,"0(0,00 %)","653(0,06 %)"
20150609,"0(0,00 %)","0,00 %","0(0,00 %)","45,21 %","2,05 %","15(0,10 %)",0:02:22,"200,73 €(0,04 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","23,71 %","61,23 %","18,25 €","0(0,00 %)","0(0,00 %)","0,27 €","0,00 %","0,00 €","0,00 %","4,22",1,"0(0,00 %)","730(0,07 %)"
20150608,"0(0,00 %)","0,00 %","0(0,00 %)","44,04 %","0,48 %","4(0,03 %)",0:02:17,"27,73 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","24,32 %","65,94 %","13,86 €","0(0,00 %)","0(0,00 %)","0,03 €","0,00 %","0,00 €","0,00 %","4,11",1,"0(0,00 %)","831(0,08 %)"
20150607,"0(0,00 %)","0,00 %","0(0,00 %)","68,56 %","1,44 %","17(0,11 %)",0:01:21,"181,46 €(0,04 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","39,85 %","74,07 %","16,50 €","0(0,00 %)","0(0,00 %)","0,15 €","0,00 %","0,00 €","0,00 %","2,51",1,"0(0,00 %)","1.180(0,11 %)"
20150606,"0(0,00 %)","0,00 %","0(0,00 %)","35,90 %","0,00 %","0(0,00 %)",0:03:22,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","15,28 %","64,67 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","6,54",0,"0(0,00 %)","351(0,03 %)"
20150605,"0(0,00 %)","0,00 %","0(0,00 %)","28,84 %","0,00 %","0(0,00 %)",0:03:12,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","16,20 %","74,37 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","6,17",0,"0(0,00 %)","593(0,06 %)"
20150604,"0(0,00 %)","0,00 %","0(0,00 %)","35,46 %","1,80 %","17(0,11 %)",0:02:55,"254,26 €(0,05 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,52 %","67,73 %","23,50 €","0(0,00 %)","0(0,00 %)","0,27 €","0,00 %","0,00 €","0,00 %","5,4",1,"0(0,00 %)","942(0,09 %)"
20150603,"0(0,00 %)","0,00 %","0(0,00 %)","33,85 %","1,47 %","17(0,11 %)",0:02:34,"200,62 €(0,04 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,81 %","71,93 %","15,43 €","0(0,00 %)","0(0,00 %)","0,17 €","0,00 %","0,00 €","0,00 %","5,32","1,18","0(0,00 %)","1.158(0,11 %)"
20150602,"0(0,00 %)","0,00 %","0(0,00 %)","37,27 %","0,84 %","9(0,06 %)",0:02:54,"42,74 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","20,10 %","69,94 %","10,68 €","0(0,00 %)","0(0,00 %)","0,04 €","0,00 %","0,00 €","0,00 %","4,98",1,"0(0,00 %)","1.068(0,10 %)"
20150601,"0(0,00 %)","0,00 %","0(0,00 %)","34,08 %","1,03 %","11(0,07 %)",0:02:42,"123,86 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,79 %","70,97 %","20,64 €","0(0,00 %)","0(0,00 %)","0,12 €","0,00 %","0,00 €","0,00 %","5,05",1,"0(0,00 %)","1.068(0,10 %)"
20150531,"0(0,00 %)","0,00 %","0(0,00 %)","26,66 %","0,63 %","4(0,03 %)",0:03:26,"36,29 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","14,89 %","73,97 %","18,15 €","0(0,00 %)","0(0,00 %)","0,06 €","0,00 %","0,00 €","0,00 %","6,71",1,"0(0,00 %)","634(0,06 %)"
20150530,"0(0,00 %)","0,00 %","0(0,00 %)","26,95 %","1,35 %","9(0,06 %)",0:02:23,"100,31 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","17,34 %","79,19 %","16,72 €","0(0,00 %)","0(0,00 %)","0,15 €","0,00 %","0,00 €","0,00 %","5,77",1,"0(0,00 %)","668(0,06 %)"
20150529,"0(0,00 %)","0,00 %","0(0,00 %)","30,15 %","1,06 %","11(0,07 %)",0:02:51,"121,72 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","17,70 %","74,28 %","20,29 €","0(0,00 %)","0(0,00 %)","0,12 €","0,00 %","0,00 €","0,00 %","5,65",1,"0(0,00 %)","1.038(0,10 %)"
20150528,"0(0,00 %)","0,00 %","0(0,00 %)","31,09 %","0,00 %","0(0,00 %)",0:02:41,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,21 %","69,98 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","5,49",0,"0(0,00 %)","936(0,09 %)"
20150527,"0(0,00 %)","0,00 %","0(0,00 %)","30,94 %","0,00 %","0(0,00 %)",0:02:46,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,10 %","71,20 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","5,23",0,"0(0,00 %)","1.212(0,12 %)"
20150526,"0(0,00 %)","0,00 %","0(0,00 %)","33,33 %","0,00 %","0(0,00 %)",0:02:45,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","17,74 %","68,75 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","5,64",0,"0(0,00 %)","816(0,08 %)"
20150525,"0(0,00 %)","0,00 %","0(0,00 %)","32,02 %","0,00 %","0(0,00 %)",0:02:45,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","16,94 %","72,81 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","5,9",0,"0(0,00 %)","662(0,06 %)"
20150524,"0(0,00 %)","0,00 %","0(0,00 %)","44,94 %","0,00 %","0(0,00 %)",0:02:09,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","20,49 %","65,19 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,88",0,"0(0,00 %)","158(0,02 %)"
20150523,"0(0,00 %)","0,00 %","0(0,00 %)","36,00 %","2,67 %","4(0,03 %)",0:05:13,"68,41 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,89 %","62,67 %","34,20 €","0(0,00 %)","0(0,00 %)","0,46 €","0,00 %","0,00 €","0,00 %","5,29",1,"0(0,00 %)","150(0,01 %)"
20150522,"0(0,00 %)","0,00 %","0(0,00 %)","44,12 %","0,00 %","0(0,00 %)",0:01:13,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","33,01 %","61,76 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","3,03",0,"0(0,00 %)","34(0,00 %)"
20150521,"0(0,00 %)","0,00 %","0(0,00 %)","31,82 %","0,00 %","0(0,00 %)",0:02:56,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","20,25 %","61,00 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,94",0,"0(0,00 %)","418(0,04 %)"
20150520,"0(0,00 %)","0,00 %","0(0,00 %)","36,99 %","0,00 %","0(0,00 %)",0:03:33,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","20,84 %","65,20 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,8",0,"0(0,00 %)","319(0,03 %)"
20150519,"0(0,00 %)","0,00 %","0(0,00 %)","29,23 %","0,59 %","4(0,03 %)",0:03:11,"42,72 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","17,79 %","69,88 %","21,36 €","0(0,00 %)","0(0,00 %)","0,06 €","0,00 %","0,00 €","0,00 %","5,62",1,"0(0,00 %)","674(0,06 %)"
20150518,"0(0,00 %)","0,00 %","0(0,00 %)","38,57 %","0,54 %","4(0,03 %)",0:02:28,"42,72 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","21,68 %","66,58 %","21,36 €","0(0,00 %)","0(0,00 %)","0,06 €","0,00 %","0,00 €","0,00 %","4,61",1,"0(0,00 %)","739(0,07 %)"
20150517,"0(0,00 %)","0,00 %","0(0,00 %)","44,64 %","0,00 %","0(0,00 %)",0:03:03,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","22,45 %","57,10 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,46",0,"0(0,00 %)","345(0,03 %)"
20150516,"0(0,00 %)","0,00 %","0(0,00 %)","43,08 %","0,00 %","0(0,00 %)",0:01:39,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","25,66 %","69,23 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","3,9",0,"0(0,00 %)","195(0,02 %)"
20150515,"0(0,00 %)","0,00 %","0(0,00 %)","39,58 %","0,00 %","0(0,00 %)",0:03:21,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","21,47 %","59,23 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,66",0,"0(0,00 %)","336(0,03 %)"
20150514,"0(0,00 %)","0,00 %","0(0,00 %)","31,54 %","2,78 %","17(0,11 %)",0:03:21,"191,69 €(0,04 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","17,42 %","66,83 %","20,37 €","0(0,00 %)","0(0,00 %)","0,31 €","0,00 %","0,00 €","0,00 %","5,74",1,"0(0,00 %)","612(0,06 %)"
20150513,"0(0,00 %)","0,00 %","0(0,00 %)","30,09 %","1,49 %","13(0,09 %)",0:03:47,"241,41 €(0,05 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","16,83 %","68,65 %","21,95 €","0(0,00 %)","0(0,00 %)","0,28 €","0,00 %","0,00 €","0,00 %","5,94","1,22","0(0,00 %)","874(0,08 %)"
20150512,"0(0,00 %)","0,00 %","0(0,00 %)","31,24 %","3,24 %","30(0,20 %)",0:03:24,"333,05 €(0,07 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,06 %","63,46 %","18,66 €","0(0,00 %)","0(0,00 %)","0,36 €","0,00 %","0,00 €","0,00 %","5,54",1,"0(0,00 %)","925(0,09 %)"
20150511,"0(0,00 %)","0,00 %","0(0,00 %)","35,10 %","2,10 %","15(0,10 %)",0:03:16,"173,00 €(0,03 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,26 %","61,68 %","19,22 €","0(0,00 %)","0(0,00 %)","0,24 €","0,00 %","0,00 €","0,00 %","5,19",1,"0(0,00 %)","715(0,07 %)"
20150510,"0(0,00 %)","0,00 %","0(0,00 %)","42,45 %","0,00 %","0(0,00 %)",0:03:31,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","20,18 %","64,29 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,96",0,"0(0,00 %)","490(0,05 %)"
20150509,"0(0,00 %)","0,00 %","0(0,00 %)","30,38 %","0,00 %","0(0,00 %)",0:03:04,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","15,56 %","80,38 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","6,43",0,"0(0,00 %)","520(0,05 %)"
20150508,"0(0,00 %)","0,00 %","0(0,00 %)","32,24 %","0,00 %","0(0,00 %)",0:03:01,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,53 %","79,44 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","5,12",0,"0(0,00 %)","822(0,08 %)"
20150507,"0(0,00 %)","0,00 %","0(0,00 %)","34,42 %","1,70 %","13(0,09 %)",0:02:53,"141,33 €(0,03 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","21,56 %","73,95 %","16,61 €","0(0,00 %)","0(0,00 %)","0,18 €","0,00 %","0,00 €","0,00 %","4,64",1,"0(0,00 %)","764(0,07 %)"
20150506,"0(0,00 %)","0,00 %","0(0,00 %)","36,17 %","1,73 %","13(0,09 %)",0:03:11,"329,09 €(0,07 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,39 %","67,82 %","25,65 €","0(0,00 %)","0(0,00 %)","0,44 €","0,00 %","0,00 €","0,00 %","5,16",1,"0(0,00 %)","752(0,07 %)"
20150505,"0(0,00 %)","0,00 %","0(0,00 %)","31,22 %","4,12 %","28(0,19 %)",0:03:15,"288,09 €(0,06 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,34 %","64,06 %","17,71 €","0(0,00 %)","0(0,00 %)","0,42 €","0,00 %","0,00 €","0,00 %","5,17",1,"0(0,00 %)","679(0,06 %)"
20150504,"0(0,00 %)","0,00 %","0(0,00 %)","30,50 %","0,00 %","0(0,00 %)",0:03:34,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,69 %","63,25 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","5,08",0,"0(0,00 %)","400(0,04 %)"
20150503,"0(0,00 %)","0,00 %","0(0,00 %)","42,00 %","1,69 %","9(0,06 %)",0:02:45,"168,83 €(0,03 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","24,93 %","65,35 %","31,53 €","0(0,00 %)","0(0,00 %)","0,32 €","0,00 %","0,00 €","0,00 %","4,01",1,"0(0,00 %)","531(0,05 %)"
20150502,"0(0,00 %)","0,00 %","0(0,00 %)","48,89 %","2,22 %","4(0,03 %)",0:02:12,"47,00 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","28,89 %","57,22 %","23,50 €","0(0,00 %)","0(0,00 %)","0,26 €","0,00 %","0,00 €","0,00 %","3,46",1,"0(0,00 %)","180(0,02 %)"
20150501,"0(0,00 %)","0,00 %","0(0,00 %)","31,78 %","0,00 %","0(0,00 %)",0:03:30,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","16,31 %","73,76 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","6,13",0,"0(0,00 %)","343(0,03 %)"
20150430,"0(0,00 %)","0,00 %","0(0,00 %)","29,54 %","0,77 %","6(0,04 %)",0:03:17,"59,74 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,14 %","75,83 %","14,93 €","0(0,00 %)","0(0,00 %)","0,08 €","0,00 %","0,00 €","0,00 %","5,51",1,"0(0,00 %)","782(0,07 %)"
20150429,"0(0,00 %)","0,00 %","0(0,00 %)","29,53 %","0,57 %","6(0,04 %)",0:03:16,"66,16 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","20,06 %","70,47 %","16,54 €","0(0,00 %)","0(0,00 %)","0,06 €","0,00 %","0,00 €","0,00 %","4,98",1,"0(0,00 %)","1.060(0,10 %)"
20150428,"0(0,00 %)","0,00 %","0(0,00 %)","30,09 %","1,03 %","9(0,06 %)",0:03:34,"106,73 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,16 %","71,74 %","17,79 €","0(0,00 %)","0(0,00 %)","0,12 €","0,00 %","0,00 €","0,00 %","5,51","1,5","0(0,00 %)","874(0,08 %)"
20150427,"0(0,00 %)","0,00 %","0(0,00 %)","29,64 %","0,43 %","4(0,03 %)",0:03:36,"68,41 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,95 %","66,42 %","34,20 €","0(0,00 %)","0(0,00 %)","0,07 €","0,00 %","0,00 €","0,00 %","5,28",1,"0(0,00 %)","938(0,09 %)"
20150426,"0(0,00 %)","0,00 %","0(0,00 %)","35,29 %","2,65 %","9(0,06 %)",0:03:01,"81,15 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,97 %","65,00 %","20,29 €","0(0,00 %)","0(0,00 %)","0,24 €","0,00 %","0,00 €","0,00 %","5,27",1,"0(0,00 %)","340(0,03 %)"
